start_time,end_time,speaker,text
716.964,722.841,N/A,"I was just thinking on that to also be careful of like this bias of, well, it's okay that there's"
745.906,747.328,N/A,It's not a moral failing.
749.793,761.873,N/A,"So one thing that I do with my students to extend this is I break them up into groups of four and I would have each student say,"
778.61,795.319,N/A,"Alright, so we're going to be Mr. Dave's class next nine weeks, what we do to improve the biodiversity and so I would have them sit down and without sharing first because sometimes our kids get influenced by their peers, have them write out their solution and then some pros they think"
796.615,800.158,N/A,"and some cons, like pros, it would look really pretty, cons, it might cost money."
800.178,820.998,N/A,"I'd have them come back together, and I would have them use this table to rank everyone's solutions to improving biodiversity, and then they would agree on what the best possible solution is, they would come to a consensus, maybe you, I really like Miss Kayla's plan, but we need to tweak this and this."
821.018,823.741,N/A,"So, perfect timing, it is now 12 o'clock."
823.761,826.183,N/A,"So, for the next 30 minutes,"
826.94,829.825,N/A,I invite you to create a product.
831.508,837.678,N/A,"If y'all want to work in pairs, or if you just want to work by yourself, we have this slideshow linked here."
839.141,842.006,N/A,So here we go.
842.026,843.348,N/A,Middle school products.
849.158,851.222,N/A,Perfect.
851.242,851.462,N/A,Yeah.
858.192,871.456,N/A,So how can I help you sit you're really lost how can I clarify?
871.616,876.825,N/A,So what what are your thoughts what part of the data do you think you're gonna find?
914.268,916.251,N/A,But that's with your data.
916.271,917.673,N/A,"Yeah, so let's steal."
917.954,918.955,N/A,I'm not going to delete it.
919.175,920.157,N/A,I'm manifesting it.
920.217,920.978,N/A,It's going to be OK.
921.9,927.228,N/A,"I made a copy, and then I started to change things."
927.248,927.348,N/A,Yeah.
927.368,928.43,N/A,Tremont Bio Chi Chi.
932.255,939.146,N/A,"So let's do site is the groups, right?"
939.166,939.887,N/A,Copy.
953.637,961.43,N/A,"No, not one through three."
961.45,962.091,N/A,Can I see the other spreadsheet?
962.111,963.854,N/A,Should I make a copy of this one?
963.874,965.857,N/A,"You have the thing copied in there, right?"
965.877,972.508,N/A,It's just that there was less cells filled up.
972.588,977.336,N/A,So see how it went to four right here?
977.356,978.398,N/A,It's just that it went past it.
978.418,978.598,N/A,"Oh, wait."
985.278,986.66,N/A,I don't know.
986.7,988.302,N/A,"Tell me what to do, Cody."
988.362,990.885,N/A,I don't know how to transfer it.
990.905,993.368,N/A,"So I want to use, yeah."
993.388,994.27,N/A,"Well, not this one."
994.29,998.415,N/A,I want to do it with that spreadsheet that has the formula already in it.
998.515,1005.023,N/A,"So if you go here, this is where you put the formulas in, right there."
1005.043,1009.91,N/A,I don't know how to make that go into this.
1010.03,1010.29,N/A,Go into this?
1017.644,1024.731,N/A,Everyone's data lives right here.
1024.791,1026.873,N/A,But they're working on this one.
1026.893,1029.576,N/A,So this is the site.
1029.596,1030.497,N/A,This is the species.
1031.177,1038.765,N/A,And this is the amount.
1039.125,1040.967,N/A,So I'm going to move this.
1040.987,1042.649,N/A,"Wait, wait."
1042.669,1043.369,N/A,People are working on that one.
1043.389,1044.31,N/A,So make a copy of it.
1044.33,1044.951,N/A,Click File.
1046.045,1049.129,N/A,"They're like, what is going on?"
1049.149,1053.175,N/A,"They're like, middle school's not supposed to do math."
1053.456,1068.117,N/A,"And now we have, these are Cs, I'm gonna move this over here."
1068.958,1072.643,N/A,"Yeah, you guys wanna just do one group and work together for the middle school?"
1082.14,1083.982,N/A,So they're sick.
1084.002,1099.035,N/A,There's six sites.
1099.235,1100.056,N/A,Join the union.
1100.216,1100.716,N/A,All right.
1100.736,1101.217,N/A,Yeah.
1101.237,1101.957,N/A,That's how I get t shirt.
1101.977,1102.318,N/A,I'll do it.
1102.338,1103.259,N/A,I'll do anything for t shirt.
1103.399,1104.079,N/A,David.
1104.159,1107.903,N/A,So he has power.
1109.444,1110.645,N/A,I wonder
