start_time,end_time,speaker,text
144.233,148.299,N/A,That's where I was.
148.339,150.002,N/A,And then they carry around a little.
149.982,158.227,N/A,glass of water so if you need to cool it down really quick you can get the monger in the water get it back to just it's really easy.
158.448,163.283,N/A,Our kids love to go to the rooftop because we have white and black rooftops.
163.803,172.03,N/A,"Yeah, but what I like about it is if we could do this towards the beginning, you can tie that in with positive feedback loops."
172.05,172.671,N/A,"I knew that too, yeah."
172.771,181.598,N/A,You can tie that in with energy uses and urban heat island versus having green space within a city and why you want green space.
181.879,184.381,N/A,One of my new units this year is urban planning.
184.401,192.628,N/A,"Okay, but I mean there are so many, there are multiple places throughout the semester where we could tie in"
192.659,194.862,N/A,"Oh, you remember when we went out and did that experiment?"
194.882,195.202,N/A,Yeah.
195.222,196.283,N/A,"Well, what did you find out?"
196.323,199.787,N/A,What do you remember about having a white roof versus a black roof?
199.807,201.369,N/A,We could pull the graphs too.
201.389,206.735,N/A,"And yeah, you could tie it in with passive solar design or active solar design."
206.755,213.283,N/A,"And I mean, there are just so many places with that you could use that data set repeatedly."
213.303,213.443,N/A,Yeah.
214.785,215.145,N/A,I don't know.
215.205,216.727,N/A,That was something we had talked about.
217.328,218.969,N/A,And the kids like just getting outside.
218.989,219.75,N/A,"No, I'm down."
219.951,220.131,N/A,Yeah.
220.591,221.232,N/A,I like that a lot.
222.055,229.008,N/A,The only other two places I use any kind of graphing is we count cars and do biodiversity.
229.929,235.66,N/A,Shannon Wiener index with evenness and species richness and I have the formula and they fill out the google sheets.
236.011,243.064,N/A,"between a staff and student parking lot and then Yeah, most of our students will have much nicer cars."
243.124,247.272,N/A,"Well, I actually had a student last in the spring Yours will be even more so."
247.433,247.593,N/A,Ms.
247.633,250.078,N/A,"Wilder, why are there more BMWs in the student lot?"
250.098,251.761,N/A,I said that's a great question.
252.041,254.526,N/A,I don't know.
254.506,269.724,N/A,"So I do data with that as well, but we just and the lesson I'm doing tomorrow is Simpson's diversity index and It's measuring biodiversity in a plot of land So you probably will all be able to use that."
269.824,281.357,N/A,"Yeah, I think I got a quadrant as well Yeah, we're gonna do cars because they're easier to identify but this is the way like if you yeah, yeah field you would do it nice and then"
282.232,289.103,N/A,The only other one is I do the college board salinity lab with the with the radish seeds.
289.123,305.269,N/A,We were talking about that on the driving up here because we wrote up together about with agriculture doing just some sort of an experiment where maybe they change what fertilizer is added not adding a fertilizer.
305.84,310.848,N/A,growing it in our window under natural light versus LED grow lights.
311.729,314.914,N/A,"Just, you know, adding variables here and there just to see what happens."
317.117,327.774,N/A,"And incorporate that in a little bit with... Another place I gather data, we build mesocosms and then they have to gather data about the growth."
328.034,329.316,N/A,So it's like a terrarium.
330.157,331.779,N/A,"You don't know, but it's like a terrarium."
332.4,338.489,N/A,And they have to have the different layers of soil so they can measure soil moisture.
338.569,341.332,N/A,"I have these, I can't remember what they're called."
341.373,347.02,N/A,"I'm not very good at words, but agrometers, the things that you can put in there that tell the temperature and the humidity."
347.341,350.665,N/A,So they're recording that kind of data and then have to do graphs and stuff from that.
350.946,359.758,N/A,"And then I do, with my seniors, soil carbon analysis."
360.008,366.056,N/A,"Do you do permeability, density, porosity, water holding capacity?"
366.076,368.219,N/A,"Yeah, I do all that in soil."
368.299,376.05,N/A,So that's more data that we collect as we compare it against clay versus sand versus a random sample from the schoolyard?
376.11,383.4,N/A,"Yeah, I do a lab with percolation rates and infiltration rates."
384.005,388.412,N/A,"Um, I just remember I do a salt oxygen one with the aquatic plants."
388.993,389.373,N/A,"Oh, nice."
389.453,389.774,N/A,Yeah.
389.994,390.956,N/A,I could do something like that.
390.976,399.248,N/A,"Where they start with a, like before the plant and then they're sealed off and dark so that, so there's one without plants, one with plants."
400.871,403.134,N/A,"And, oh, I think a dark and a light bottle."
403.735,408.282,N/A,So they check the dissolved oxygen of the dark versus the light showing photosynthesis.
408.602,409.824,N/A,Like a Vernier probe?
410.044,410.225,N/A,Yeah.
410.665,411.767,N/A,Do you guys have Vernier probes?
413.165,414.588,N/A,Chemistry does.
414.608,420.338,N/A,We can probably borrow them.
421.3,422.703,N/A,"Yeah, I was just curious."
422.783,424.807,N/A,"Yeah, chemistry uses them."
425.769,427.472,N/A,It might not have dissolved oxygen though.
427.572,429.516,N/A,It's its own probe.
429.816,431.8,N/A,I know occasionally we collect data.
431.84,432.962,N/A,We have
434.208,442.86,N/A,"the little water quality dip sticks that have like 16 readings and we collect water, we'll do fecal coliform measurements."
443.701,443.982,N/A,Nice.
444.002,446.104,N/A,With the dip sticks for fecal coliform?
446.125,449.169,N/A,"No, that's separate, but that's part of the water quality."
449.95,452.033,N/A,It's a separate little experiment.
452.313,455.878,N/A,And of course we test fish aquariums versus
