start_time,end_time,speaker,text
1261.118,1261.898,N/A,Is that a tart?
1262.699,1264.641,N/A,Mm-hmm.
1264.661,1265.401,N/A,You see it beating?
1266.302,1267.663,N/A,The color kind of changes a little bit.
1267.683,1268.644,N/A,"Yeah, that's crazy."
1270.786,1271.267,N/A,Did you get it?
1271.447,1273.869,N/A,Did you capture it on your GoPro?
1273.889,1277.633,N/A,Oh snap.
1280.936,1281.816,N/A,I don't know.
1281.896,1283.698,N/A,"Vincent, come a little closer with me."
1283.881,1300.692,N/A,number six get in there okay is it even still on that's the thing i don't know yeah it's on okay i forget that it's there sometimes
1330.372,1340.803,N/A,I know I did that.
