start_time,end_time,speaker,text
558.133,568.065,N/A,"So if you added new dog cat and weight data, you would have to re-import that Google spreadsheet into Kodak for it to show the new data."
568.085,568.145,N/A,OK.
568.165,572.65,N/A,But you could save everything you did today into your Google Drive.
572.83,579.058,N/A,"I'm like, I took a picture of the answer that I put in there, and then pushed submit, so I couldn't get one to stay."
579.078,581.48,N/A,"I've got this spreadsheet, this Google spreadsheet."
581.56,585.445,N/A,"And I submitted my answer, and then downloaded it with the writing."
585.425,588.729,N/A,Or would you literally just have to copy and paste it?
588.749,594.676,N/A,"I would just, yeah, I'm sure there is a better way, but I've always just copied and pasted into the same database match."
594.796,604.989,N/A,"Or you can add multiple tables into CODA, so I've done like three different Google spreadsheets copied and pasted from yours, and it'll show like what table one, table two, and table three."
605.149,607.292,N/A,"Yeah, it just won't merge that data together."
607.492,612.478,N/A,Unless you put them all in the same sheet before.
612.796,621.066,N/A,"I'm trying to think of, like, tracking through months, weeks, years."
621.086,641.571,N/A,"I mean, that's where I would almost, okay, week one, and have the kids take a screenshot of week one, then add the week two data, and then just start looking at the changes over time, or the different graphs, or you would have to put the data and set it."
642.277,645.601,N/A,The students you teach?
645.621,646.702,N/A,A little bit?
646.722,647.203,N/A,Basic.
647.563,648.184,N/A,Basic?
648.364,649.245,N/A,Very basic.
649.685,650.346,N/A,Very basic.
650.386,651.848,N/A,Can we graph with it?
651.868,652.388,N/A,Yes.
652.408,655.852,N/A,Go to variety with Google Sheets.
656.213,661.238,N/A,"I had them make the graph, the data table together, and then I put it in code after that last year."
661.379,662.16,N/A,"OK, cool."
663.021,665.183,N/A,"Vincent, you said a little bit?"
665.203,666.124,N/A,Yes.
667.505,674.421,N/A,We did an art space data visual last year that was something we partnered with UT on a different aspect.
675.424,681.598,N/A,And he used Google Sheets for data that kids worked to artistically.
692.395,699.762,N/A,I know some of you used it last year.
700.683,707.83,N/A,How many of you used code app at all with students before?
709.512,712.475,N/A,Cool.
712.775,719.382,N/A,"Any other tools that you've used around data of any kind, data entry, data phase, graphing?"
719.615,722.382,N/A,I liked the Code App better than the Data Classroom.
722.402,724.407,N/A,I just thought it was easy to dump it.
724.427,730.221,N/A,I think Code App is easier than Data Classroom.
730.361,737.218,N/A,It's easy for them to get lost in Data Classroom.
737.789,738.37,N/A,one screen.
738.791,739.814,N/A,It's kind of where you always are.
739.834,741.317,N/A,There's not like multiple tabs.
741.578,748.615,N/A,And then the other killer feature that's kind of related to your discussion is like as a teacher you can set it up and share a link with students and that's it.
748.635,749.376,N/A,There's no login.
749.437,750.619,N/A,There's no password.
751.341,751.782,N/A,It's just
755.238,757.641,N/A,exactly what students will see when they open it.
757.661,772.88,N/A,"So to me, that's always been the killer feature, is no cost, no login, work time Chromebooks, and you can do quite a bit with it, as you saw, you can kind of... So if I share the link, and I change something on there, will they see it on their screen?"
773.281,774.102,N/A,"No, okay."
774.542,776.505,N/A,"So re-share it every time, okay, cool."
776.525,784.114,N/A,"So think of it as sort of like a point in time, like you're freezing it, and then, and similarly with students, like when they access what you share in a link,"
784.094,788.123,N/A,"They obviously can make changes without that influencing the parent, what's on your screen."
788.143,792.432,N/A,So each kind of creates its own space once students put that link and start playing.
794.696,795.338,N/A,"Cool, yeah."
795.578,802.052,N/A,So part of the back story of Data Classroom is the person that I mentioned earlier who was a former science teacher.
802.859,804.501,N/A,"has been a really, really good partner."
804.682,810.971,N/A,"But as this project has unfolded, we found that Code App is a little, generally a little bit- Easier."
811.151,812.092,N/A,Accessible?
812.112,812.493,N/A,Yeah.
812.733,813.394,N/A,"Easier, accessible."
813.414,814.195,N/A,"We're accessible, I like that word."
814.215,816.078,N/A,David Crabs might disagree with all of us.
816.098,816.939,N/A,David might disagree.
816.959,818.421,N/A,"David's a- Well, David's extra."
819.863,822.788,N/A,Super energetic.
822.808,824.029,N/A,His kids are even older as well.
824.049,824.791,N/A,"They're a little older, yeah."
824.811,825.812,N/A,So I guess really
828.526,832.251,N/A,the work we'll be doing over the next couple days and what we'll ask you to implement.
832.351,835.535,N/A,"Again, one lesson or more in your class over the next year."
836.396,837.477,N/A,We're tool agnostic.
837.497,842.163,N/A,"We'll support you to use Google Sheets, Code App, Data Classroom."
842.223,848.21,N/A,And part of what we're hoping to find out through this project is what works better and what works less well for different purposes.
850.754,852.676,N/A,So yeah.
852.716,856.761,N/A,Do you all have any thoughts or reactions or anything you want to share on tools?
858.445,860.368,N/A,"You can't use it on a tablet, just FYI."
860.828,861.97,N/A,"Code app, you can't use it on a tablet?"
861.99,863.132,N/A,The dragging probably is what?
863.172,864.834,N/A,"Yeah, you can't drag anything."
865.095,866.517,N/A,"OK, so Chromebook, yes."
866.617,868.259,N/A,Tablet for data.
868.279,869.401,N/A,"For code app, not that."
870.803,874.288,N/A,"Alison was asking about Excel, but kids don't have it."
874.808,878.053,N/A,"Right, and very similar to Google Sheets?"
879.235,880.116,N/A,Pretty much.
880.417,882.539,N/A,Google's getting there.
882.699,883.88,N/A,Google's trying to get there.
883.9,887.764,N/A,"It's the shortcuts that's different, really."
888.805,889.526,N/A,Shortcuts.
889.646,893.91,N/A,"But you can input your own shortcuts into Google Sheets, though."
894.57,894.891,N/A,Cool.
895.832,896.672,N/A,Yeah.
898.154,903.439,N/A,So what I'm hearing is Sheets and Code App might be an interesting combination to explore students.
903.459,909.124,N/A,"I think maybe those of you who use Code App can say a little bit more on this, but it seems like once students get a feel for it,"
909.391,913.656,N/A,"they kind of get over that initial barrier of what the heck is this, like dragging stuff."
913.776,915.779,N/A,It can be pretty flexible for them.
916.88,923.347,N/A,And another thing that stood out to me in addition to the nice sharing link in the login is it makes you think a little bit more.
923.367,926.792,N/A,"So with Google Sheets or Excel, you have the Graph Wizard, which can be nice."
927.352,932.338,N/A,But it can sort of foreclose the thinking students have to do about what even is the x-axis?
932.378,934.32,N/A,What are these numbers?
934.36,935.702,N/A,"Just having to drag them, maybe."
936.003,943.832,N/A,"asks them to think a little bit more about what should be on the x-axis, what should the colors be, instead of this kind of recommendation for the graph based on some algorithm."
943.852,945.574,N/A,"Basically, what kind of variables they are."
946.555,949.418,N/A,So we'll talk a lot more about tools.
949.478,960.751,N/A,"We kind of deliberately wanted to keep the Kodak discussion kind of introductory today, because we're in DreamOut, and there's so much to do outside in this place."
960.771,963.234,N/A,"We don't want to spend all of our time on computers, and that would be more for follow-ups."
963.254,964.575,N/A,We're going to introduce more of the tooling
964.859,967.442,N/A,But I just want to kind of open the conversation up.
967.622,970.245,N/A,All right.
970.265,973.369,N/A,I think we spent enough time for there to be a somewhat break in the lightning.
973.929,975.511,N/A,So how about this?
975.551,980.557,N/A,"If you all want to go grab some water, there's coffee still all day, tea."
981.258,987.525,N/A,"And if you don't mind to come back at 2.15, so a little over 10 minutes, and we'll"
987.708,989.052,N/A,"Hopefully, we'll see if the rain stops."
989.072,990.917,N/A,We'll see if we need ponchos and we'll plan for the next step.
990.937,993.846,N/A,"So just about 10 minutes, a little break."
993.866,994.327,N/A,Come back here.
994.388,996.233,N/A,"Yeah, we'll come back here and then we'll leave from here."
1006.726,1009.228,N/A,"Put on your water shoes, yeah."
1009.488,1014.633,N/A,I don't know how much halo that is today.
1014.733,1022.64,N/A,"But we got a, I have to find a picture of it because there's no better way to describe it than, it's just like a full body rain jacket."
1022.66,1025.723,N/A,That sounds awesome for young children.
1026.063,1036.412,N/A,"Yes, well because we have a bunch of rain jackets, like jackets for her, but the problem is you take her outside and she just immediately sits down on the perch"
1036.392,1040.442,N/A,The most disgusting puddle that she finds is grounding.
1040.582,1041.444,N/A,She's what?
1041.464,1042.066,N/A,Grounding.
1042.126,1043.409,N/A,How old is your kid?
1043.509,1044.151,N/A,Five.
1044.231,1046.637,N/A,"Okay, I'm remembering."
1046.958,1049.684,N/A,Is he trying to kind of rub him yet?
1049.804,1051.248,N/A,Is he trying to rub him?
1051.268,1052.511,N/A,"Oh, that's a big one."
1052.491,1065.368,N/A,So it's hard to get her to wear it unless it's really rainbow or coal.
1065.428,1068.451,N/A,"But in time, she's like, I'm not putting sand in my mouth."
1068.492,1075.14,N/A,"She'll go outside in there, which is another struggle in and of itself."
1075.12,1086.531,N/A,I don't go outside mommy.
1088.367,1091.13,N/A,But the shoes?
1091.491,1094.834,N/A,The shoes?
1097.898,1101.923,N/A,The famous last words from my daughter when I was a kid.
1102.183,1103.104,N/A,Everything's a struggle.
1103.204,1104.445,N/A,Everything's a forecast.
1104.526,1105.306,N/A,"No, my try."
1105.547,1109.371,N/A,I don't want to climb up over the car seat.
1109.391,1112.755,N/A,Just like every little thing is a problem.
1112.735,1137.291,N/A,I used to have a whole body thing I used to have a whole body thing I used to have a whole body thing I used to have a whole body thing
1137.271,1160.998,N/A,"I was sad initially about coming and seeing the night, but then yesterday my husband went to sweat for one hour, just not that long."
1161.038,1162.84,N/A,"And during that time,"
1162.82,1164.242,N/A,She pooped in the bathroom.
1164.282,1165.244,N/A,And I can carry my wife.
1165.344,1167.668,N/A,I turned off the poop belt on the floor.
1167.768,1170.092,N/A,She stepped in the bathroom.
1170.112,1172.356,N/A,And then I had to clean all of that up and clean her up.
1173.117,1179.107,N/A,"And in that moment when I was cleaning more of the poop out from between the toes, I was like this."
1179.087,1180.87,N/A,I love you.
1181.11,1185.877,N/A,"And I was like, because I'd come back in the morning to be like, I could drive home at night and see her."
1186.478,1191.666,N/A,"And after that, I went, Mommy's going to be gone for two sleeps."
1191.686,1195.772,N/A,"And I'm going to summer camp, is what I call it."
1195.792,1201.761,N/A,"And she goes to bed last night, and she goes, Daddy's getting me up in the morning because Mommy's going to summer camp."
1201.781,1203.603,N/A,She said all that.
1203.623,1203.984,N/A,Yes.
1204.164,1206.107,N/A,"Daddy, get me up."
1206.087,1208.65,N/A,Mommy go to summer camp.
1208.67,1211.734,N/A,And don't let him know how much you love him.
1214.818,1220.084,N/A,Like first thing he walks in the door after he gets back from the grocery store.
1220.104,1223.188,N/A,"Things you can say when you greet someone, right?"
1223.448,1225.731,N/A,What are you gonna say to dad when he opens the door?
1225.791,1230.677,N/A,Are you gonna say I missed you or I'm so glad you came back.
1230.657,1234.262,N/A,And I was joking and I was about to tell her that you pooped on the floor.
1234.683,1238.769,N/A,"But I'm thinking she'll say, like, Daddy, I pooped on the floor."
1238.909,1241.753,N/A,"And she goes, Daddy, I pooped on the floor."
1241.773,1245.719,N/A,"And he's like, I don't know."
1245.739,1248.403,N/A,Someone sitting here?
1248.423,1250.145,N/A,"Yeah, it's a friend."
1250.486,1251.587,N/A,"Yeah, no, very close."
1251.707,1253.871,N/A,"You have to remember that they're very close, basically."
1253.931,1256.715,N/A,"In August, there were two years."
1256.735,1256.935,N/A,"Oh, OK."
1257.387,1259.369,N/A,"Your story was related, but I was at the pool."
1259.529,1260.95,N/A,Sorry if I'm talking about pool songs.
1260.97,1262.532,N/A,"It's a swim diaper, right?"
1262.552,1266.375,N/A,"I didn't fully appreciate that if there's a swim diaper, you gotta change it there."
1266.455,1270.018,N/A,The whole thing just plops out onto the frickin' pool.
1270.038,1271.76,N/A,It's really a containment device.
1271.82,1278.986,N/A,It doesn't... It's a protection device for the pool.
1279.026,1281.148,N/A,How's the flight in here?
1281.168,1281.749,N/A,"Oh, you're swimming?"
1282.81,1287.394,N/A,"This is one that already said, like, thanks to Howard for this."
1287.374,1298.108,N/A,I'm missing your cell.
1302.975,1313.128,N/A,Sorry.
1318.677,1327.827,N/A,Do you guys need more copies of these?
1329.229,1333.454,N/A,Because I have one at home.
1333.954,1338.319,N/A,It's up to you.
1338.399,1348.11,N/A,And give it to a teacher that's going to lose.
1349.407,1353.376,N/A,I've had one of these on my wish list since I was in Josh's class.
1353.456,1355.842,N/A,And now I have my own cup of tea.
1355.862,1357.225,N/A,Where'd you get it before?
1357.646,1360.151,N/A,You have to do it in class?
1360.352,1360.412,N/A,No.
1367.024,1371.59,N/A,What's next after you leave?
1371.95,1377.578,N/A,"Josh, we're going to switch to an hour."
1377.878,1383.205,N/A,We'll show you the day-to-day stuff.
1383.265,1386.089,N/A,That's a great one.
1386.169,1389.373,N/A,That's a great one.
1389.594,1392.017,N/A,It's okay with you.
1392.037,1393.639,N/A,It's okay with you.
1393.619,1400.836,N/A,All I have is two teacher's editions for the first unit and the second unit.
1400.916,1402.661,N/A,They don't give me space.
1402.741,1403.182,N/A,I know.
1403.382,1405.427,N/A,I am not super smart.
1405.447,1406.65,N/A,I'm not going to be a buyer even.
1406.849,1409.612,N/A,I'm such a boomer.
1409.973,1422.206,N/A,"Don't do it, don't do it."
1424.789,1435.962,N/A,"Yeah, let's get it."
1445.341,1450.969,N/A,They really enjoy seventh grade science.
1451.029,1457.157,N/A,It's where you see a lot of their interests.
1457.758,1459.961,N/A,And so we're competing.
1460.121,1465.648,N/A,"And it's like 20, oh, of course it is."
1466.289,1474.2,N/A,Introducing knowledge from biology and setting up a stage for the depth of knowledge from biology.
1488.794,1495.878,N/A,And it's pretty hard to learn.
1495.938,1499.631,N/A,We didn't do much of that here.
1523.725,1527.045,N/A,We can't see anyone.
1527.77,1529.5,N/A,Wednesday.
1545.713,1551.002,N/A,They had ponchos down there.
1551.023,1554.288,N/A,"If you want to grab a poncho, it's a big bucket of them."
1554.349,1556.693,N/A,We're right at the bottom of the stairs.
1556.893,1558.396,N/A,You know where the refill station is?
1559.458,1560.84,N/A,The water bottle refill station?
1561.161,1567.452,N/A,Just turn around.
1581.809,1583.571,N/A,We're better than most of the things.
1583.591,1583.872,N/A,"Oh, right."
1583.952,1585.694,N/A,"So you're graduating, too."
1585.774,1587.596,N/A,I would like to help.
1587.616,1588.538,N/A,I think I have only some experience.
1588.578,1589.339,N/A,Thanks for letting me do it.
1589.379,1590.019,N/A,I'm glad we worked on it.
1590.06,1594.145,N/A,"There's like a sneaky and an extra assignment, like, by the week."
1594.205,1595.627,N/A,And that's what we did last week.
1595.647,1602.395,N/A,"And then all of a sudden, on Wednesday, and then I'm sure we're going to be able to do that Sunday."
1602.415,1603.817,N/A,And I think about it more easily.
1606.582,1610.054,N/A,He's the one that kept sneaking in little projects.
1610.496,1614.972,N/A,He's just a little scattered.
1619.98,1638.597,N/A,Open them all up.
1638.577,1650.228,N/A,"Yeah, that was the one that was yours."
1650.248,1665.883,N/A,"Yes, but that was fun."
1668.445,1673.654,N/A,I'm going to insert this that we do.
1674.335,1678.181,N/A,And it's not letting me.
1678.321,1684.632,N/A,I went up here because we're supposed to copy that.
1685.033,1688.719,N/A,"Since we have multiple columns, I don't know if it'll do that."
1688.739,1699.435,N/A,"OK, I wonder if you could just select."
1699.696,1708.189,N/A,I don't think I can place three lines at the top made from clipboard.
1711.831,1724.71,N/A,It's just what I copied and pasted.
1727.288,1748.132,N/A,"Now, can we show the curve?"
1748.568,1750.672,N/A,Connect the dot maybe.
1751.394,1755.041,N/A,Connecting lines.
1755.141,1757.245,N/A,I mean that gives you the line.
1757.266,1760.712,N/A,I was just wondering if it would give you the relative.
1760.733,1761.815,N/A,What is that?
1761.915,1764.721,N/A,Let's see if that one doesn't show you.
1765.121,1767.927,N/A,"Oh, it shows you a linear."
1767.907,1769.251,N/A,That's what I should figure out.
1769.271,1770.093,N/A,That's so cool.
1770.274,1772.56,N/A,What does it happen if you show up?
1772.6,1779.52,N/A,"It's just your margin of error, essentially."
1785.895,1799.061,N/A,I wonder if I could insert another data set.
